,index,Ano,Tipo,Total Linha
0,0,1998.0,graduacao,79.0
1766,26,1998.0,mestrado,0.0
1765,25,1998.0,mestrado,0.0
1764,24,1998.0,mestrado,0.0
1763,23,1998.0,mestrado,2.0
1762,22,1998.0,mestrado,0.0
1761,21,1998.0,mestrado,0.0
1760,20,1998.0,mestrado,0.0
1759,19,1998.0,mestrado,0.0
1758,18,1998.0,mestrado,0.0
1757,17,1998.0,mestrado,0.0
1756,16,1998.0,mestrado,0.0
1755,15,1998.0,mestrado,0.0
1754,14,1998.0,mestrado,0.0
1753,13,1998.0,mestrado,0.0
1752,12,1998.0,mestrado,0.0
1751,11,1998.0,mestrado,0.0
1750,10,1998.0,mestrado,0.0
1749,9,1998.0,mestrado,0.0
1748,8,1998.0,mestrado,12.0
1747,7,1998.0,mestrado,0.0
1746,6,1998.0,mestrado,0.0
1745,5,1998.0,mestrado,0.0
1744,4,1998.0,mestrado,3.0
1743,3,1998.0,mestrado,0.0
1742,2,1998.0,mestrado,0.0
1767,27,1998.0,mestrado,0.0
1741,1,1998.0,mestrado,1.0
1768,28,1998.0,mestrado,0.0
6118,28,1998.0,pidrh,0.0
6093,3,1998.0,pidrh,0.0
6094,4,1998.0,pidrh,0.0
6095,5,1998.0,pidrh,0.0
6096,6,1998.0,pidrh,0.0
6097,7,1998.0,pidrh,0.0
6098,8,1998.0,pidrh,0.0
6099,9,1998.0,pidrh,0.0
6100,10,1998.0,pidrh,0.0
6101,11,1998.0,pidrh,0.0
6102,12,1998.0,pidrh,0.0
6103,13,1998.0,pidrh,0.0
6104,14,1998.0,pidrh,0.0
6105,15,1998.0,pidrh,0.0
6106,16,1998.0,pidrh,0.0
6107,17,1998.0,pidrh,0.0
6108,18,1998.0,pidrh,0.0
6109,19,1998.0,pidrh,0.0
6110,20,1998.0,pidrh,0.0
6111,21,1998.0,pidrh,0.0
6112,22,1998.0,pidrh,0.0
6113,23,1998.0,pidrh,0.0
6114,24,1998.0,pidrh,0.0
6115,25,1998.0,pidrh,0.0
6116,26,1998.0,pidrh,0.0
6117,27,1998.0,pidrh,0.0
4351,1,1998.0,capacitacao-professor,0.0
6092,2,1998.0,pidrh,0.0
1740,0,1998.0,mestrado,0.0
6961,1,1998.0,prof_visitante,0.0
896,26,1998.0,doutorado,1.0
895,25,1998.0,doutorado,6.0
894,24,1998.0,doutorado,2.0
893,23,1998.0,doutorado,295.0
892,22,1998.0,doutorado,47.0
891,21,1998.0,doutorado,1.0
890,20,1998.0,doutorado,23.0
889,19,1998.0,doutorado,5.0
888,18,1998.0,doutorado,2.0
887,17,1998.0,doutorado,2.0
886,16,1998.0,doutorado,1.0
885,15,1998.0,doutorado,2.0
884,14,1998.0,doutorado,19.0
883,13,1998.0,doutorado,1.0
882,12,1998.0,doutorado,3.0
881,11,1998.0,doutorado,1.0
880,10,1998.0,doutorado,329.0
879,9,1998.0,doutorado,1.0
878,8,1998.0,doutorado,456.0
877,7,1998.0,doutorado,123.0
876,6,1998.0,doutorado,2.0
875,5,1998.0,doutorado,1.0
874,4,1998.0,doutorado,78.0
873,3,1998.0,doutorado,15.0
872,2,1998.0,doutorado,17.0
897,27,1998.0,doutorado,0.0
6960,0,1998.0,prof_visitante,0.0
898,28,1998.0,doutorado,1.0
6987,27,1998.0,prof_visitante,0.0
6962,2,1998.0,prof_visitante,0.0
6963,3,1998.0,prof_visitante,0.0
6964,4,1998.0,prof_visitante,0.0
6965,5,1998.0,prof_visitante,0.0
6966,6,1998.0,prof_visitante,0.0
6967,7,1998.0,prof_visitante,0.0
6968,8,1998.0,prof_visitante,0.0
6969,9,1998.0,prof_visitante,0.0
6970,10,1998.0,prof_visitante,0.0
6971,11,1998.0,prof_visitante,0.0
6972,12,1998.0,prof_visitante,0.0
6973,13,1998.0,prof_visitante,0.0
6974,14,1998.0,prof_visitante,0.0
6975,15,1998.0,prof_visitante,0.0
6976,16,1998.0,prof_visitante,0.0
6977,17,1998.0,prof_visitante,0.0
6978,18,1998.0,prof_visitante,0.0
6979,19,1998.0,prof_visitante,0.0
6980,20,1998.0,prof_visitante,0.0
6981,21,1998.0,prof_visitante,0.0
6982,22,1998.0,prof_visitante,0.0
6983,23,1998.0,prof_visitante,0.0
6984,24,1998.0,prof_visitante,0.0
6985,25,1998.0,prof_visitante,0.0
6986,26,1998.0,prof_visitante,0.0
6988,28,1998.0,prof_visitante,0.0
6091,1,1998.0,pidrh,0.0
6090,0,1998.0,pidrh,0.0
2610,0,1998.0,pos-doc,13.0
3506,26,1998.0,articulador-pedagogico,0.0
3505,25,1998.0,articulador-pedagogico,0.0
3504,24,1998.0,articulador-pedagogico,0.0
3503,23,1998.0,articulador-pedagogico,0.0
3502,22,1998.0,articulador-pedagogico,0.0
3501,21,1998.0,articulador-pedagogico,0.0
3500,20,1998.0,articulador-pedagogico,0.0
3499,19,1998.0,articulador-pedagogico,0.0
3498,18,1998.0,articulador-pedagogico,0.0
3497,17,1998.0,articulador-pedagogico,0.0
3496,16,1998.0,articulador-pedagogico,0.0
3495,15,1998.0,articulador-pedagogico,0.0
3494,14,1998.0,articulador-pedagogico,0.0
3493,13,1998.0,articulador-pedagogico,0.0
3492,12,1998.0,articulador-pedagogico,0.0
3491,11,1998.0,articulador-pedagogico,0.0
3490,10,1998.0,articulador-pedagogico,0.0
3489,9,1998.0,articulador-pedagogico,0.0
3488,8,1998.0,articulador-pedagogico,0.0
3487,7,1998.0,articulador-pedagogico,0.0
3486,6,1998.0,articulador-pedagogico,0.0
3485,5,1998.0,articulador-pedagogico,0.0
3484,4,1998.0,articulador-pedagogico,0.0
3483,3,1998.0,articulador-pedagogico,0.0
3482,2,1998.0,articulador-pedagogico,0.0
3507,27,1998.0,articulador-pedagogico,0.0
3481,1,1998.0,articulador-pedagogico,0.0
3508,28,1998.0,articulador-pedagogico,0.0
4377,27,1998.0,capacitacao-professor,0.0
4352,2,1998.0,capacitacao-professor,0.0
4353,3,1998.0,capacitacao-professor,0.0
4354,4,1998.0,capacitacao-professor,0.0
4355,5,1998.0,capacitacao-professor,0.0
4356,6,1998.0,capacitacao-professor,0.0
4357,7,1998.0,capacitacao-professor,0.0
4358,8,1998.0,capacitacao-professor,0.0
4359,9,1998.0,capacitacao-professor,0.0
4360,10,1998.0,capacitacao-professor,0.0
4361,11,1998.0,capacitacao-professor,0.0
4362,12,1998.0,capacitacao-professor,0.0
4363,13,1998.0,capacitacao-professor,0.0
4364,14,1998.0,capacitacao-professor,0.0
4365,15,1998.0,capacitacao-professor,0.0
4366,16,1998.0,capacitacao-professor,0.0
4367,17,1998.0,capacitacao-professor,0.0
4368,18,1998.0,capacitacao-professor,0.0
4369,19,1998.0,capacitacao-professor,0.0
4370,20,1998.0,capacitacao-professor,0.0
4371,21,1998.0,capacitacao-professor,0.0
4372,22,1998.0,capacitacao-professor,0.0
4373,23,1998.0,capacitacao-professor,0.0
4374,24,1998.0,capacitacao-professor,0.0
4375,25,1998.0,capacitacao-professor,0.0
4376,26,1998.0,capacitacao-professor,0.0
4378,28,1998.0,capacitacao-professor,0.0
3480,0,1998.0,articulador-pedagogico,0.0
5220,0,1998.0,catedra,0.0
5221,1,1998.0,catedra,0.0
2635,25,1998.0,pos-doc,0.0
2634,24,1998.0,pos-doc,1.0
2633,23,1998.0,pos-doc,28.0
2632,22,1998.0,pos-doc,10.0
2631,21,1998.0,pos-doc,0.0
2630,20,1998.0,pos-doc,5.0
2629,19,1998.0,pos-doc,0.0
2628,18,1998.0,pos-doc,0.0
2627,17,1998.0,pos-doc,0.0
2626,16,1998.0,pos-doc,0.0
2625,15,1998.0,pos-doc,0.0
2624,14,1998.0,pos-doc,15.0
2623,13,1998.0,pos-doc,0.0
2622,12,1998.0,pos-doc,0.0
2621,11,1998.0,pos-doc,0.0
2620,10,1998.0,pos-doc,51.0
2619,9,1998.0,pos-doc,0.0
2618,8,1998.0,pos-doc,110.0
2617,7,1998.0,pos-doc,13.0
2616,6,1998.0,pos-doc,1.0
2615,5,1998.0,pos-doc,0.0
2614,4,1998.0,pos-doc,12.0
2613,3,1998.0,pos-doc,3.0
2612,2,1998.0,pos-doc,3.0
2611,1,1998.0,pos-doc,0.0
2636,26,1998.0,pos-doc,0.0
2637,27,1998.0,pos-doc,1.0
2638,28,1998.0,pos-doc,0.0
5248,28,1998.0,catedra,0.0
5222,2,1998.0,catedra,0.0
5223,3,1998.0,catedra,0.0
5224,4,1998.0,catedra,0.0
5225,5,1998.0,catedra,0.0
5226,6,1998.0,catedra,0.0
5227,7,1998.0,catedra,0.0
5228,8,1998.0,catedra,0.0
5229,9,1998.0,catedra,0.0
5230,10,1998.0,catedra,0.0
5231,11,1998.0,catedra,0.0
5232,12,1998.0,catedra,0.0
5233,13,1998.0,catedra,0.0
871,1,1998.0,doutorado,4.0
5234,14,1998.0,catedra,0.0
5236,16,1998.0,catedra,0.0
5237,17,1998.0,catedra,0.0
5238,18,1998.0,catedra,0.0
5239,19,1998.0,catedra,0.0
5240,20,1998.0,catedra,0.0
5241,21,1998.0,catedra,0.0
5242,22,1998.0,catedra,0.0
5243,23,1998.0,catedra,0.0
5244,24,1998.0,catedra,0.0
5245,25,1998.0,catedra,0.0
5246,26,1998.0,catedra,0.0
5247,27,1998.0,catedra,0.0
5235,15,1998.0,catedra,0.0
870,0,1998.0,doutorado,42.0
4350,0,1998.0,capacitacao-professor,0.0
17,17,1998.0,graduacao,0.0
1,1,1998.0,graduacao,0.0
2,2,1998.0,graduacao,0.0
3,3,1998.0,graduacao,0.0
4,4,1998.0,graduacao,0.0
5,5,1998.0,graduacao,0.0
6,6,1998.0,graduacao,0.0
7,7,1998.0,graduacao,0.0
8,8,1998.0,graduacao,24.0
9,9,1998.0,graduacao,0.0
28,28,1998.0,graduacao,0.0
10,10,1998.0,graduacao,0.0
11,11,1998.0,graduacao,0.0
12,12,1998.0,graduacao,0.0
14,14,1998.0,graduacao,0.0
13,13,1998.0,graduacao,0.0
23,23,1998.0,graduacao,0.0
16,16,1998.0,graduacao,0.0
18,18,1998.0,graduacao,0.0
19,19,1998.0,graduacao,0.0
20,20,1998.0,graduacao,0.0
21,21,1998.0,graduacao,0.0
22,22,1998.0,graduacao,0.0
15,15,1998.0,graduacao,0.0
24,24,1998.0,graduacao,0.0
25,25,1998.0,graduacao,0.0
26,26,1998.0,graduacao,0.0
27,27,1998.0,graduacao,0.0
3532,52,1999.0,articulador-pedagogico,0.0
3533,53,1999.0,articulador-pedagogico,0.0
3531,51,1999.0,articulador-pedagogico,0.0
3530,50,1999.0,articulador-pedagogico,0.0
3534,54,1999.0,articulador-pedagogico,0.0
3535,55,1999.0,articulador-pedagogico,0.0
6145,55,1999.0,pidrh,0.0
2653,43,1999.0,pos-doc,0.0
2654,44,1999.0,pos-doc,0.0
2655,45,1999.0,pos-doc,0.0
2656,46,1999.0,pos-doc,0.0
2657,47,1999.0,pos-doc,0.0
2658,48,1999.0,pos-doc,3.0
2659,49,1999.0,pos-doc,1.0
2660,50,1999.0,pos-doc,14.0
2661,51,1999.0,pos-doc,25.0
2662,52,1999.0,pos-doc,2.0
2663,53,1999.0,pos-doc,0.0
2664,54,1999.0,pos-doc,0.0
2665,55,1999.0,pos-doc,0.0
6129,39,1999.0,pidrh,0.0
6130,40,1999.0,pidrh,0.0
6131,41,1999.0,pidrh,0.0
6132,42,1999.0,pidrh,0.0
6133,43,1999.0,pidrh,0.0
6134,44,1999.0,pidrh,0.0
6135,45,1999.0,pidrh,0.0
6136,46,1999.0,pidrh,0.0
6137,47,1999.0,pidrh,0.0
6138,48,1999.0,pidrh,0.0
6139,49,1999.0,pidrh,0.0
6140,50,1999.0,pidrh,0.0
6141,51,1999.0,pidrh,0.0
6142,52,1999.0,pidrh,0.0
6143,53,1999.0,pidrh,0.0
6144,54,1999.0,pidrh,0.0
3529,49,1999.0,articulador-pedagogico,0.0
3528,48,1999.0,articulador-pedagogico,0.0
908,38,1999.0,doutorado,513.0
3526,46,1999.0,articulador-pedagogico,0.0
32,32,1999.0,graduacao,0.0
33,33,1999.0,graduacao,0.0
34,34,1999.0,graduacao,0.0
35,35,1999.0,graduacao,0.0
36,36,1999.0,graduacao,0.0
37,37,1999.0,graduacao,0.0
38,38,1999.0,graduacao,67.0
31,31,1999.0,graduacao,0.0
39,39,1999.0,graduacao,0.0
41,41,1999.0,graduacao,0.0
42,42,1999.0,graduacao,0.0
43,43,1999.0,graduacao,0.0
44,44,1999.0,graduacao,0.0
45,45,1999.0,graduacao,0.0
46,46,1999.0,graduacao,0.0
47,47,1999.0,graduacao,0.0
40,40,1999.0,graduacao,99.0
3527,47,1999.0,articulador-pedagogico,0.0
30,30,1999.0,graduacao,0.0
3509,29,1999.0,articulador-pedagogico,0.0
3524,44,1999.0,articulador-pedagogico,0.0
2652,42,1999.0,pos-doc,12.0
3523,43,1999.0,articulador-pedagogico,0.0
3522,42,1999.0,articulador-pedagogico,0.0
3521,41,1999.0,articulador-pedagogico,0.0
3520,40,1999.0,articulador-pedagogico,0.0
3519,39,1999.0,articulador-pedagogico,0.0
29,29,1999.0,graduacao,178.0
3518,38,1999.0,articulador-pedagogico,0.0
3516,36,1999.0,articulador-pedagogico,0.0
3515,35,1999.0,articulador-pedagogico,0.0
3514,34,1999.0,articulador-pedagogico,0.0
3513,33,1999.0,articulador-pedagogico,0.0
3512,32,1999.0,articulador-pedagogico,0.0
3511,31,1999.0,articulador-pedagogico,0.0
3510,30,1999.0,articulador-pedagogico,0.0
3517,37,1999.0,articulador-pedagogico,0.0
2651,41,1999.0,pos-doc,0.0
1770,30,1999.0,mestrado,2.0
2649,39,1999.0,pos-doc,0.0
1789,49,1999.0,mestrado,0.0
1788,48,1999.0,mestrado,0.0
1787,47,1999.0,mestrado,0.0
1786,46,1999.0,mestrado,0.0
1785,45,1999.0,mestrado,0.0
1784,44,1999.0,mestrado,0.0
1783,43,1999.0,mestrado,0.0
1790,50,1999.0,mestrado,0.0
1782,42,1999.0,mestrado,0.0
1780,40,1999.0,mestrado,0.0
1779,39,1999.0,mestrado,0.0
1778,38,1999.0,mestrado,8.0
1777,37,1999.0,mestrado,0.0
1776,36,1999.0,mestrado,0.0
1775,35,1999.0,mestrado,0.0
1774,34,1999.0,mestrado,0.0
1781,41,1999.0,mestrado,0.0
899,29,1999.0,doutorado,49.0
1791,51,1999.0,mestrado,0.0
1793,53,1999.0,mestrado,0.0
7015,55,1999.0,prof_visitante,0.0
7014,54,1999.0,prof_visitante,0.0
7013,53,1999.0,prof_visitante,0.0
7012,52,1999.0,prof_visitante,0.0
7011,51,1999.0,prof_visitante,0.0
7010,50,1999.0,prof_visitante,0.0
7009,49,1999.0,prof_visitante,0.0
1792,52,1999.0,mestrado,0.0
7008,48,1999.0,prof_visitante,0.0
7006,46,1999.0,prof_visitante,0.0
7005,45,1999.0,prof_visitante,0.0
7004,44,1999.0,prof_visitante,0.0
7003,43,1999.0,prof_visitante,0.0
7002,42,1999.0,prof_visitante,0.0
1795,55,1999.0,mestrado,0.0
1794,54,1999.0,mestrado,0.0
7007,47,1999.0,prof_visitante,0.0
900,30,1999.0,doutorado,4.0
901,31,1999.0,doutorado,22.0
902,32,1999.0,doutorado,12.0
925,55,1999.0,doutorado,3.0
1773,33,1999.0,mestrado,0.0
1772,32,1999.0,mestrado,0.0
1771,31,1999.0,mestrado,0.0
48,48,1999.0,graduacao,0.0
1769,29,1999.0,mestrado,0.0
2639,29,1999.0,pos-doc,8.0
924,54,1999.0,doutorado,1.0
2640,30,1999.0,pos-doc,0.0
2642,32,1999.0,pos-doc,0.0
2643,33,1999.0,pos-doc,12.0
2644,34,1999.0,pos-doc,1.0
2645,35,1999.0,pos-doc,0.0
2646,36,1999.0,pos-doc,1.0
2647,37,1999.0,pos-doc,13.0
2648,38,1999.0,pos-doc,93.0
2641,31,1999.0,pos-doc,5.0
923,53,1999.0,doutorado,11.0
922,52,1999.0,doutorado,3.0
921,51,1999.0,doutorado,283.0
903,33,1999.0,doutorado,93.0
904,34,1999.0,doutorado,0.0
905,35,1999.0,doutorado,1.0
906,36,1999.0,doutorado,7.0
907,37,1999.0,doutorado,129.0
909,39,1999.0,doutorado,1.0
910,40,1999.0,doutorado,336.0
911,41,1999.0,doutorado,2.0
912,42,1999.0,doutorado,23.0
913,43,1999.0,doutorado,2.0
914,44,1999.0,doutorado,1.0
915,45,1999.0,doutorado,3.0
916,46,1999.0,doutorado,2.0
917,47,1999.0,doutorado,4.0
918,48,1999.0,doutorado,35.0
919,49,1999.0,doutorado,0.0
920,50,1999.0,doutorado,47.0
2650,40,1999.0,pos-doc,66.0
49,49,1999.0,graduacao,0.0
3525,45,1999.0,articulador-pedagogico,0.0
51,51,1999.0,graduacao,0.0
5269,49,1999.0,catedra,0.0
5270,50,1999.0,catedra,0.0
5271,51,1999.0,catedra,0.0
5272,52,1999.0,catedra,0.0
5273,53,1999.0,catedra,0.0
5266,46,1999.0,catedra,0.0
5265,45,1999.0,catedra,0.0
5264,44,1999.0,catedra,0.0
5263,43,1999.0,catedra,0.0
5262,42,1999.0,catedra,0.0
5261,41,1999.0,catedra,0.0
5268,48,1999.0,catedra,0.0
5260,40,1999.0,catedra,0.0
5258,38,1999.0,catedra,0.0
5257,37,1999.0,catedra,0.0
5256,36,1999.0,catedra,0.0
5255,35,1999.0,catedra,0.0
5254,34,1999.0,catedra,0.0
5253,33,1999.0,catedra,0.0
5252,32,1999.0,catedra,0.0
5251,31,1999.0,catedra,0.0
5250,30,1999.0,catedra,0.0
5249,29,1999.0,catedra,0.0
5274,54,1999.0,catedra,0.0
5259,39,1999.0,catedra,0.0
5275,55,1999.0,catedra,0.0
5267,47,1999.0,catedra,0.0
4379,29,1999.0,capacitacao-professor,0.0
4399,49,1999.0,capacitacao-professor,0.0
4400,50,1999.0,capacitacao-professor,0.0
4401,51,1999.0,capacitacao-professor,0.0
4402,52,1999.0,capacitacao-professor,0.0
4403,53,1999.0,capacitacao-professor,0.0
4404,54,1999.0,capacitacao-professor,0.0
4405,55,1999.0,capacitacao-professor,0.0
4396,46,1999.0,capacitacao-professor,0.0
4395,45,1999.0,capacitacao-professor,0.0
4394,44,1999.0,capacitacao-professor,0.0
4393,43,1999.0,capacitacao-professor,0.0
50,50,1999.0,graduacao,0.0
4392,42,1999.0,capacitacao-professor,0.0
4390,40,1999.0,capacitacao-professor,0.0
4389,39,1999.0,capacitacao-professor,0.0
4388,38,1999.0,capacitacao-professor,0.0
4387,37,1999.0,capacitacao-professor,0.0
4386,36,1999.0,capacitacao-professor,0.0
4385,35,1999.0,capacitacao-professor,0.0
4384,34,1999.0,capacitacao-professor,0.0
4383,33,1999.0,capacitacao-professor,0.0
4382,32,1999.0,capacitacao-professor,0.0
4381,31,1999.0,capacitacao-professor,0.0
4380,30,1999.0,capacitacao-professor,0.0
4391,41,1999.0,capacitacao-professor,0.0
4398,48,1999.0,capacitacao-professor,0.0
4397,47,1999.0,capacitacao-professor,0.0
6124,34,1999.0,pidrh,0.0
6119,29,1999.0,pidrh,0.0
6120,30,1999.0,pidrh,0.0
6121,31,1999.0,pidrh,0.0
6122,32,1999.0,pidrh,0.0
6123,33,1999.0,pidrh,0.0
6125,35,1999.0,pidrh,0.0
6126,36,1999.0,pidrh,0.0
6127,37,1999.0,pidrh,0.0
6128,38,1999.0,pidrh,0.0
6989,29,1999.0,prof_visitante,0.0
6990,30,1999.0,prof_visitante,0.0
6992,32,1999.0,prof_visitante,0.0
6993,33,1999.0,prof_visitante,0.0
6994,34,1999.0,prof_visitante,0.0
6991,31,1999.0,prof_visitante,0.0
6996,36,1999.0,prof_visitante,0.0
6997,37,1999.0,prof_visitante,0.0
6998,38,1999.0,prof_visitante,0.0
6999,39,1999.0,prof_visitante,0.0
7000,40,1999.0,prof_visitante,0.0
7001,41,1999.0,prof_visitante,0.0
6995,35,1999.0,prof_visitante,0.0
55,55,1999.0,graduacao,0.0
54,54,1999.0,graduacao,0.0
53,53,1999.0,graduacao,0.0
52,52,1999.0,graduacao,0.0
1807,67,2000.0,mestrado,0.0
1806,66,2000.0,mestrado,0.0
1805,65,2000.0,mestrado,15.0
1804,64,2000.0,mestrado,1.0
7041,81,2000.0,prof_visitante,0.0
1802,62,2000.0,mestrado,0.0
1800,60,2000.0,mestrado,0.0
1801,61,2000.0,mestrado,0.0
1808,68,2000.0,mestrado,0.0
1803,63,2000.0,mestrado,0.0
1809,69,2000.0,mestrado,0.0
7033,73,2000.0,prof_visitante,0.0
1811,71,2000.0,mestrado,0.0
1812,72,2000.0,mestrado,0.0
1813,73,2000.0,mestrado,0.0
1814,74,2000.0,mestrado,0.0
1815,75,2000.0,mestrado,0.0
1816,76,2000.0,mestrado,0.0
7040,80,2000.0,prof_visitante,0.0
1817,77,2000.0,mestrado,1.0
1818,78,2000.0,mestrado,0.0
1819,79,2000.0,mestrado,0.0
1810,70,2000.0,mestrado,0.0
7034,74,2000.0,prof_visitante,0.0
7039,79,2000.0,prof_visitante,0.0
7037,77,2000.0,prof_visitante,0.0
5297,77,2000.0,catedra,0.0
5298,78,2000.0,catedra,0.0
5299,79,2000.0,catedra,0.0
5300,80,2000.0,catedra,0.0
5301,81,2000.0,catedra,0.0
7016,56,2000.0,prof_visitante,0.0
7017,57,2000.0,prof_visitante,0.0
7018,58,2000.0,prof_visitante,0.0
7019,59,2000.0,prof_visitante,0.0
7020,60,2000.0,prof_visitante,0.0
7035,75,2000.0,prof_visitante,0.0
7021,61,2000.0,prof_visitante,0.0
7023,63,2000.0,prof_visitante,0.0
7024,64,2000.0,prof_visitante,0.0
7025,65,2000.0,prof_visitante,0.0
7026,66,2000.0,prof_visitante,0.0
7027,67,2000.0,prof_visitante,0.0
7028,68,2000.0,prof_visitante,0.0
7029,69,2000.0,prof_visitante,0.0
7030,70,2000.0,prof_visitante,0.0
7031,71,2000.0,prof_visitante,0.0
7032,72,2000.0,prof_visitante,0.0
7022,62,2000.0,prof_visitante,0.0
7038,78,2000.0,prof_visitante,0.0
5295,75,2000.0,catedra,0.0
5293,73,2000.0,catedra,0.0
7036,76,2000.0,prof_visitante,0.0
5276,56,2000.0,catedra,0.0
5277,57,2000.0,catedra,0.0
5278,58,2000.0,catedra,0.0
5279,59,2000.0,catedra,0.0
5280,60,2000.0,catedra,0.0
5281,61,2000.0,catedra,0.0
5282,62,2000.0,catedra,0.0
5283,63,2000.0,catedra,0.0
5284,64,2000.0,catedra,0.0
5294,74,2000.0,catedra,0.0
5285,65,2000.0,catedra,0.0
5287,67,2000.0,catedra,0.0
1796,56,2000.0,mestrado,0.0
1797,57,2000.0,mestrado,3.0
1798,58,2000.0,mestrado,0.0
1799,59,2000.0,mestrado,0.0
5288,68,2000.0,catedra,0.0
5289,69,2000.0,catedra,0.0
5290,70,2000.0,catedra,0.0
5291,71,2000.0,catedra,0.0
5292,72,2000.0,catedra,0.0
5286,66,2000.0,catedra,0.0
5296,76,2000.0,catedra,0.0
944,74,2000.0,doutorado,31.0
927,57,2000.0,doutorado,9.0
3542,62,2000.0,articulador-pedagogico,0.0
3543,63,2000.0,articulador-pedagogico,0.0
3544,64,2000.0,articulador-pedagogico,0.0
2686,76,2000.0,pos-doc,14.0
2687,77,2000.0,pos-doc,19.0
2688,78,2000.0,pos-doc,2.0
2689,79,2000.0,pos-doc,0.0
2690,80,2000.0,pos-doc,0.0
2691,81,2000.0,pos-doc,0.0
57,57,2000.0,graduacao,0.0
3541,61,2000.0,articulador-pedagogico,0.0
58,58,2000.0,graduacao,0.0
60,60,2000.0,graduacao,0.0
61,61,2000.0,graduacao,0.0
62,62,2000.0,graduacao,0.0
63,63,2000.0,graduacao,0.0
64,64,2000.0,graduacao,0.0
65,65,2000.0,graduacao,76.0
66,66,2000.0,graduacao,0.0
67,67,2000.0,graduacao,196.0
3545,65,2000.0,articulador-pedagogico,0.0
3546,66,2000.0,articulador-pedagogico,0.0
59,59,2000.0,graduacao,0.0
3547,67,2000.0,articulador-pedagogico,0.0
3540,60,2000.0,articulador-pedagogico,0.0
3538,58,2000.0,articulador-pedagogico,0.0
56,56,2000.0,graduacao,198.0
2668,58,2000.0,pos-doc,5.0
2669,59,2000.0,pos-doc,0.0
2670,60,2000.0,pos-doc,25.0
2671,61,2000.0,pos-doc,1.0
2672,62,2000.0,pos-doc,0.0
2673,63,2000.0,pos-doc,0.0
2674,64,2000.0,pos-doc,14.0
2675,65,2000.0,pos-doc,88.0
1820,80,2000.0,mestrado,0.0
3539,59,2000.0,articulador-pedagogico,0.0
2676,66,2000.0,pos-doc,0.0
2678,68,2000.0,pos-doc,0.0
2679,69,2000.0,pos-doc,10.0
2680,70,2000.0,pos-doc,0.0
2681,71,2000.0,pos-doc,0.0
2682,72,2000.0,pos-doc,0.0
2683,73,2000.0,pos-doc,0.0
2684,74,2000.0,pos-doc,3.0
2685,75,2000.0,pos-doc,1.0
3536,56,2000.0,articulador-pedagogico,0.0
3537,57,2000.0,articulador-pedagogico,0.0
2677,67,2000.0,pos-doc,78.0
3548,68,2000.0,articulador-pedagogico,0.0
3549,69,2000.0,articulador-pedagogico,0.0
3550,70,2000.0,articulador-pedagogico,0.0
950,80,2000.0,doutorado,1.0
949,79,2000.0,doutorado,12.0
948,78,2000.0,doutorado,4.0
947,77,2000.0,doutorado,266.0
946,76,2000.0,doutorado,64.0
945,75,2000.0,doutorado,0.0
943,73,2000.0,doutorado,5.0
942,72,2000.0,doutorado,3.0
941,71,2000.0,doutorado,6.0
940,70,2000.0,doutorado,1.0
951,81,2000.0,doutorado,3.0
939,69,2000.0,doutorado,29.0
937,67,2000.0,doutorado,361.0
936,66,2000.0,doutorado,1.0
935,65,2000.0,doutorado,537.0
934,64,2000.0,doutorado,137.0
933,63,2000.0,doutorado,9.0
932,62,2000.0,doutorado,2.0
931,61,2000.0,doutorado,0.0
930,60,2000.0,doutorado,82.0
929,59,2000.0,doutorado,12.0
928,58,2000.0,doutorado,30.0
938,68,2000.0,doutorado,3.0
81,81,2000.0,graduacao,0.0
80,80,2000.0,graduacao,0.0
79,79,2000.0,graduacao,0.0
3551,71,2000.0,articulador-pedagogico,0.0
3552,72,2000.0,articulador-pedagogico,0.0
3554,74,2000.0,articulador-pedagogico,0.0
3555,75,2000.0,articulador-pedagogico,0.0
3556,76,2000.0,articulador-pedagogico,0.0
3557,77,2000.0,articulador-pedagogico,0.0
3558,78,2000.0,articulador-pedagogico,0.0
3559,79,2000.0,articulador-pedagogico,0.0
3560,80,2000.0,articulador-pedagogico,0.0
3561,81,2000.0,articulador-pedagogico,0.0
2667,57,2000.0,pos-doc,0.0
2666,56,2000.0,pos-doc,7.0
68,68,2000.0,graduacao,0.0
69,69,2000.0,graduacao,0.0
70,70,2000.0,graduacao,0.0
71,71,2000.0,graduacao,0.0
72,72,2000.0,graduacao,0.0
73,73,2000.0,graduacao,0.0
74,74,2000.0,graduacao,0.0
75,75,2000.0,graduacao,0.0
76,76,2000.0,graduacao,0.0
77,77,2000.0,graduacao,0.0
78,78,2000.0,graduacao,0.0
926,56,2000.0,doutorado,65.0
1821,81,2000.0,mestrado,0.0
3553,73,2000.0,articulador-pedagogico,0.0
6156,66,2000.0,pidrh,0.0
4423,73,2000.0,capacitacao-professor,0.0
6149,59,2000.0,pidrh,0.0
6148,58,2000.0,pidrh,0.0
6147,57,2000.0,pidrh,0.0
6146,56,2000.0,pidrh,0.0
4424,74,2000.0,capacitacao-professor,0.0
4425,75,2000.0,capacitacao-professor,0.0
4426,76,2000.0,capacitacao-professor,0.0
4414,64,2000.0,capacitacao-professor,0.0
4413,63,2000.0,capacitacao-professor,0.0
4412,62,2000.0,capacitacao-professor,0.0
4411,61,2000.0,capacitacao-professor,0.0
4410,60,2000.0,capacitacao-professor,0.0
